feature_id	feature_start	feature_stop	susC	susD	susEF	starch_active_domain	localization	coverage_ratio	opf_id	ko_list	architecture	product_description	cazy_domain_list
B1A_00807	32040	32357					CY	1.04129956984793	Opf00613	K03210	YajC	hypothetical protein	
B1A_00808	32382	33356					CY	1.03443796284774	Opf00917		YbbR:YbbR:YbbR	hypothetical protein	
B1A_00809	33360	33971					CY	1.0142859582883	Opf00151	K00859	CoaE	Dephospho-CoA kinase	
B1A_00810	33973	34392					CY	1.03446991984998	Opf00676	K00859		hypothetical protein	
B1A_00811	34668	37403					PP	1.05138298148372	Opf01306	K02014	CarbopepD_reg_2:Plug:Plug	Vitamin B12 transporter BtuB	
B1A_00812	37416	39452					OM	0.985795004174717	Opf01514			hypothetical protein	
B1A_00813	41597	39552					CY	1.05696665670196	Opf00845	K04079	HATPase_c_3:HSP90:HSP90:DUF4795	Chaperone protein HtpG	
B1A_00814	42368	41700					CY	1.04377645324769	Opf00238	K01069	Lactamase_B	Hydroxyacylglutathione hydrolase GloC	
B1A_00815	43005	42379					CY	0.997296659987407	Opf00531	K03501	GidB	Ribosomal RNA small subunit methyltransferase G	
B1A_00816	45641	43080					CY	1.09392729166355	Opf00898	K00688	DUF3417:Glyco_transf_5:Phosphorylase:Phosphorylase	Glycogen phosphorylase	GT35
B1A_00817	47382	45676					CY	1.09761286683979	Opf00484	K16153	Glycogen_syn:Glycogen_syn	Glycogen synthase	GT3,GT3
B1A_00818	48129	47719					CY	0.933379263947827	Opf00797		DUF3127:LEA_6	hypothetical protein	
B1A_00819	49633	48239					CY	1.07157829686527	Opf02147	K01487	Amidohydro_1	Guanine deaminase	CE9,CE9
B1A_00820	50982	49774					CY	1.01277831984537	Opf01318		MFS_1:MFS_1	putative MFS-type transporter YhhS	
B1A_00821	51136	52035					CY	1.06571028358849	Opf01106	K01778	DAP_epimerase:DAP_epimerase	Diaminopimelate epimerase	
B1A_00822	52042	53274					CY	1.15825875013769	Opf01247	K10206	Aminotran_1_2	LL-diaminopimelate aminotransferase	
B1A_00823	53294	55519					CY	1.05492659268397	Opf00595	K01915	GSIII_N:Gln-synt_C:Gln-synt_C	Glutamine synthetase	
B1A_00824	54	917					CY	1.13830140826153	Opf00050	K02015	FecCD	Hemin transport system permease protein HmuU	
B1A_00825	914	1741					CY	1.07570308121911	Opf00027	K02013	ABC_tran:AAA_13:RsgA_GTPase	Iron(3+)-hydroxamate import ATP-binding protein FhuC	
B1A_00826	1738	3078					CY	1.13679581080157	Opf02755	K02224	CbiA:PRK:GATase_3	Cobyrinate a,c-diamide synthase	
B1A_00827	3059	3628					CY	1.19017572728485	Opf00083	K00798	Cob_adeno_trans	Corrinoid adenosyltransferase	
B1A_00828	3652	5124					CY	1.09475489411409	Opf01946	K02232	CbiA:GATase_3	Cobyric acid synthase	
B1A_00829	5117	6160					CY	1.08121707548227	Opf01844	K04720	Aminotran_1_2	Threonine-phosphate decarboxylase	
B1A_00830	6148	7101					CY	0.872956306247918	Opf01710	K02227	CobD_Cbib	Cobalamin biosynthesis protein CobD	
B1A_00831	7230	8180					CY	1.06968781454117	Opf00513	K01990	ABC_tran:SMC_N:DUF4162	Vitamin B12 import ATP-binding protein BtuD	
B1A_00832	8184	9434					CY	1.08969993759149	Opf00924	K01992	ABC2_membrane_3	putative protein YhaP	
B1A_00833	10007	9462					CY	0.924336387508819	Opf01747	K02226	His_Phos_1	Adenosylcobalamin/alpha-ribazole phosphatase	
B1A_00834	10769	10017					CY	1.09936090329399	Opf01887	K02233	CobS	Adenosylcobinamide-GDP ribazoletransferase	
B1A_00835	11871	10780					CY	1.03981619559764	Opf01889	K00768	DBI_PRT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	
B1A_00836	12259	11996					CY	1.10916459257393	Opf01704	K02231	CobU	Bifunctional adenosylcobalamin biosynthesis protein CobP	
B1A_00837	21	263					CY	1.01210130803065		K00057		hypothetical protein	
B1A_00838	781	1248					CY	1.27471747833604	Opf00803	K01588	AIRC	N5-carboxyaminoimidazole ribonucleotide mutase	
B1A_00839	1282	4986					CY	1.04702637307732	Opf03900	K01952	AIRS:AIRS:AIRS:AIRS_C:AIRS:AIRS_C:GATase_5	Phosphoribosylformylglycinamidine synthase	
B1A_00840	4988	6013					CY	1.09655458724621	Opf03888	K01933	AIRS:AIRS_C	Phosphoribosylformylglycinamidine cyclo-ligase	
B1A_00841	6023	6589					CY	1.05293413876084	Opf00977	K11175	Formyl_trans_N	Phosphoribosylglycinamide formyltransferase	
B1A_00842	6604	8133					CY	1.10797273264163	Opf00777	K00602	MGS:AICARFT_IMPCHas:DUF1009	Bifunctional purine biosynthesis protein PurH	
B1A_00843	8136	9386					CY	1.1526649789533	Opf00468	K01945	GARS_N:GARS_A:GARS_C	Phosphoribosylamine--glycine ligase	
B1A_00844	9427	10722					CY	1.10563484395904	Opf03897	K01756	Lyase_1:ADSL_C	Adenylosuccinate lyase	
B1A_00845	10748	12040					CY	1.04071066549171	Opf00807	K01939	Adenylsucc_synt	Adenylosuccinate synthetase	
B1A_00846	12045	13514					CY	1.08622927391032	Opf00625	K00088	IMPDH	Inosine-5'-monophosphate dehydrogenase	
B1A_00847	13517	15043					CY	1.08450175637313	Opf00837	K01951	GATase:NAD_synthase:QueC:GMP_synt_C	GMP synthase [glutamine-hydrolyzing]	
B1A_00848	15719	16816					CY	1.00484979290593	Opf02106		Y1_Tnp	hypothetical protein	
B1A_00849	18053	18469					CY	1.02265273766985	Opf00283	K07042	UPF0054	Endoribonuclease YbeY	
B1A_00850	18459	20366					CY	1.10202812101187	Opf00493	K03495	GIDA:GIDA_assoc	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	AA3,AA3_1
B1A_00851	100	1557					CY	0.920884526874578	Opf01512		DUF3943	hypothetical protein	
B1A_00852	1824	2708					CY	1.05437176406176	Opf00398	K02902	YicC_N:DUF1732	hypothetical protein	
B1A_00853	2744	3301					CY	0.990750107842252	Opf00185	K00942	Guanylate_kin	Guanylate kinase	
B1A_00854	3317	3892					CY	1.06390026375479	Opf00182	K00969	CTP_transf_like	putative nicotinate-nucleotide adenylyltransferase	
B1A_00855	3889	4404					CY	1.02683275573401	Opf00274		DUF5063	hypothetical protein	
B1A_00856	4415	5716					CY	1.04060295041584	Opf00485	K01267	Peptidase_M18	putative M18 family aminopeptidase 2	
B1A_00857	5816	7168					CY	1.05260475494628	Opf00881	K03545	Trigger_N:Trigger_N:Trigger_N	Trigger factor	
B1A_00858	7264	8019					CY	0.995336215601063	Opf00949	K01358	CLP_protease	ATP-dependent Clp protease proteolytic subunit	
B1A_00859	8024	9271					CY	1.01123604615239	Opf00880	K03544	AAA_19:AAA_24:Mg_chelatase:AAA_3:AAA_2:ClpB_D2-small	ATP-dependent Clp protease ATP-binding subunit ClpX	
B1A_00860	9405	11660					CY	1.02913261079539	Opf00035	K03654	DEAD:Helicase_C:RecQ_Zn_bind:RQC:HRDC:HTH_40	ATP-dependent RNA helicase SrmB	
B1A_00861	11823	13754					PP	1.03661058544333	Opf01025	K03771	Rotamase_3:Rotamase_3:Rotamase_2:Rotamase_2	Chaperone SurA	
B1A_00862	13852	14787					OM	1.06513137249261	Opf01452			hypothetical protein	
B1A_00863	14791	16146					PP	1.06920577641022	Opf00664	K03771	Rotamase_2:Rotamase:Rotamase	Chaperone SurA	
B1A_00864	16146	18350					CY	0.988554892551841	Opf00225		OstA_2:LptC:OstA_2:OstA:OstA_2	LPS-assembly protein LptD	
B1A_00865	19137	18628					CY	0.970107544350997	Opf15220			hypothetical protein	
B1A_00866	1894	311		1			OM	1.02574348683606	Opf05753	K21572	SusD-like_3:TPR_16:SusD_RagB	SusD-like protein P2	
B1A_00867	5013	1906	1				PP	1.00243457486311	Opf00004	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor P3	
B1A_00868	7587	5263					CY	1.05130579852166	Opf07198	K15923	Glyco_hyd_65N_2	hypothetical protein	GH95
B1A_00869	7778	8080					CY	1.0082480459391	Opf07820		Arm-DNA-bind_5	hypothetical protein	
B1A_00870	10994	8181					PP	1.02783380774335	Opf00101	K07263	Peptidase_M16:Peptidase_M16_C:PDU_like:Peptidase_M16:Peptidase_M16_C:RepA_C	hypothetical protein	
B1A_00871	11691	11164					CY	1.03082729306709	Opf01825		Sigma70_r4:Pex16:GerE	hypothetical protein	
B1A_00872	12392	11673					CY	0.955597409248508	Opf02036	K07322		hypothetical protein	
B1A_00873	12969	12412					CY	0.934424722974825	Opf00453	K01934	5-FTHF_cyc-lig	5-formyltetrahydrofolate cyclo-ligase	
B1A_00874	14593	12977					CY	0.994717361300177	Opf00008	K03797	PDZ_2:Peptidase_S41:Peptidase_S41	hypothetical protein	
B1A_00875	15044	14607					CY	1.05206948229063	Opf00626	K01493	dCMP_cyt_deam_1	tRNA-specific adenosine deaminase	
B1A_00876	16041	15052					CY	1.06802396186757	Opf00709	K00384	Pyr_redox_2	Thioredoxin reductase	
B1A_00877	16722	16081					PP	0.976335056421617	Opf04551		LolA_2	hypothetical protein	
B1A_00878	19459	16802					CY	1.02300078582205	Opf00305	K03466	Glycophorin_A:FtsK_4TM:DUF87:DUF853:DUF87:FtsK_SpoIIIE:Ftsk_gamma	hypothetical protein	
B1A_00879	20768	19800					CY	0.967005556725429	Opf04838		YkuD	hypothetical protein	
B1A_00880	20906	21076					CY	0.931287036099242	Opf05970		DUF2207	hypothetical protein	
B1A_00881	21073	22974					CY	0.981581251076861	Opf00037	K01662	DXP_synthase_N:Transket_pyr:Transketolase_C	1-deoxy-D-xylulose-5-phosphate synthase	
B1A_00882	23006	24340					CY	1.03350067972322	Opf00143	K03499	TrkA_N:TrkA_C:TrkA_N:F420_oxidored:TrkA_C	Trk system potassium uptake protein TrkA	
B1A_00883	24347	25825					CY	0.989119066943937	Opf00070	K03498	DUF3925:TrkH	Trk system potassium uptake protein TrkG	
B1A_00884	26599	25748					CY	0.958556230426318	Opf00131		Flavodoxin_5:Fer4_15:Fer4_22:Fer4:Fer4_9	hypothetical protein	
B1A_00885	27627	26599					CY	0.978974191585254	Opf00356	K02340	DNA_pol3_delta:DNA_pol3_delta	hypothetical protein	
B1A_00886	28510	27608					CY	0.982887086858055	Opf00317	K07052	Abi:Abi	hypothetical protein	
B1A_00887	29370	28510					CY	1.07326816200546	Opf00753	K06861	ABC_tran:BCA_ABC_TP_C	Lipopolysaccharide export system ATP-binding protein LptB	
B1A_00888	29983	29360					CY	1.02138331167782	Opf00816	K00876	PRK	Uridine kinase	
B1A_00889	30123	30869					CY	0.960078508335685	Opf00804	K02066	MlaE:MlaE	Intermembrane phospholipid transport system permease protein MlaE	
B1A_00890	30866	31651					CY	0.986456591832551	Opf00566	K02065	ABC_tran:AAA_30:Adeno_Penton_B	Glutamine transport ATP-binding protein GlnQ	
B1A_00891	32310	31609					CY	1.01092397702943	Opf02568	K03801	BPL_LplA_LipB	Octanoyltransferase	
B1A_00892	34109	32307					PP	0.975869825354003	Opf02379	K01197	Glyco_hydro_20b:NAGidase	O-GlcNAcase	GH84
B1A_00893	35041	34160					CY	1.04732067677916	Opf02374	K03644	LIAS_N:Radical_SAM	Lipoyl synthase	
B1A_00894	35247	36035					CY	0.800788442257899	Opf01425	K05986	S1-P1_nuclease	hypothetical protein	
B1A_00895	36060	36536					CY	0.939014865137257	Opf00157		HSDR_N_2	hypothetical protein	
B1A_00896	36550	38925					CY	0.981200161292443	Opf00045	K03657	UvrD-helicase:UvrD_C	ATP-dependent DNA helicase PcrA	
B1A_00897	38953	40104					CY	1.00892306208101	Opf00102	K13747	Orn_Arg_deC_N:Orn_DAP_Arg_deC	Carboxynorspermidine/carboxyspermidine decarboxylase	
B1A_00898	40109	40738					PP	1.0251829733367				hypothetical protein	
B1A_00899	40740	43046					PP	0.992854834208361	Opf16784		TPR_1:TPR_16:TPR_19:TPR_12:TPR_12:TPR_6:CHAT	hypothetical protein	GT41,GT41
B1A_00900	43049	43750					PP	0.91663280474378	Opf15696			hypothetical protein	
B1A_00901	559	128					CY	2.04314340409506	Opf05119		DctQ	hypothetical protein	
B1A_00902	1245	733					CY	2.61383320572967	Opf03602		HIGH_NTase1_ass:SUKH-4	hypothetical protein	
B1A_00903	1835	1242					CY	0.774457196506362	Opf02326			hypothetical protein	
B1A_00904	2396	1839					CY	0.0432685418463573	Opf02841		bPH_6:RB_A	hypothetical protein	
B1A_00905	2656	2393					CY	0.14699805925168	Opf08057		DUF3566	hypothetical protein	
B1A_00906	3284	2670					CY	0.0322489256050196	Opf02579		CDC24_OB3	hypothetical protein	
B1A_00907	3610	3371					CY	0.000722973191638063	Opf10754		UPF0126:DUF3935	hypothetical protein	
B1A_00908	4296	3607					CY	0.0123822554023739	Opf04596			hypothetical protein	
B1A_00909	605	33					CY	0.0713964281486652	Opf11854		DUF4372:DDE_Tnp_1	hypothetical protein	
B1A_00910	232	308					CY	1.18936532626849				tRNA-Val(tac)	
B1A_00911	342	418					CY	1.11822176761536				tRNA-Val(tac)	
B1A_00912	623	1090					CY	1.19696366376137	Opf00867	K09117	YqeY	putative protein YqeY	
B1A_00913	1144	2415					CY	1.02865400431527	Opf00639	K01875	Seryl_tRNA_N:tRNA-synt_2b	Serine--tRNA ligase	
B1A_00914	2499	3278					CY	1.0385739121141	Opf00960	K12132	Pkinase	hypothetical protein	
B1A_00915	3298	4425					CY	0.970569331496713	Opf00372		DUF3669:Acetyltransf_1:DUF3669:Acetyltransf_9:Acetyltransf_1:DUF3669	Protein YghO	
B1A_00916	4470	5231					CY	1.09188475771061	Opf00259	K03183	Ubie_methyltran	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	
B1A_00917	5228	6466					CY	1.10998658606615	Opf00768	K08303	Peptidase_U32:Peptidase_U32_C	hypothetical protein	
B1A_00918	6561	7277					CY	1.04385460372419	Opf00325		DUF2027:DUF2027	hypothetical protein	
B1A_00919	7274	7717					CY	0.935457431189535	Opf00750		DUF695	hypothetical protein	
B1A_00920	7841	10645				GH13	PP	1.0635511781566	Opf00965	K00700	Tymo_coat:CBM_48:GHL6:Alpha-amylase:Alpha-amylase:GPI-anchored:Tymo_coat:Cadherin-like	1,4-alpha-glucan branching enzyme GlgB	GH13_39,GH13_14,CBM48,GH13,GH13_1,GH13_2
B1A_00921	10839	11051					OM	1.10966865532617	Opf02771		Flocculin_t3	hypothetical protein	
B1A_00922	11238	12167					CY	1.01572158623205	Opf00953		ADIP:ERM:Wzt_C	hypothetical protein	GT83,GT83
B1A_00923	12408	18062					CY	1.01905306094823	Opf03211	K01364	Inhibitor_I69:Peptidase_C10:RicinB_lectin_2:LRR_4:LRR_5:FlgD_ig:RicinB_lectin_2:LRR_5:FlgD_ig:LRR_5:LRR_4:RicinB_lectin_2:FlgD_ig	hypothetical protein	
B1A_00924	19480	18029					CY	1.03824680775951	Opf02266	K03758	AA_permease_2:AA_permease	Arginine/agmatine antiporter	
B1A_00925	19837	19511					CY	1.12747584426536	Opf01495		TPR_3:TPR_3	hypothetical protein	
B1A_00926	20657	20031					CY	0.948719413380661	Opf00925	K02051	UPF0126:UPF0126	hypothetical protein	
B1A_00927	20859	21362					OM	1.1596699510537			DUF5130	hypothetical protein	
B1A_00928	24174	21463					CY	1.08047498172246	Opf00435	K01537	Cation_ATPase_N:Cation_ATPase_C:E1-E2_ATPase:Hydrolase:Cation_ATPase_C	Calcium-transporting ATPase	
B1A_00929	24237	24428					CY	1.01481600942466	Opf08800			hypothetical protein	
B1A_00930	24739	24437					CY	1.01282893716437	Opf00104	K03671	Thioredoxin	Thioredoxin	
B1A_00931	26059	24869					CY	1.06213057971236	Opf00989		Trp_oprn_chp:SUR7	hypothetical protein	
B1A_00932	26703	26056					CY	1.02580138472304	Opf00982	K02003	ABC_tran	Vitamin B12 import ATP-binding protein BtuD	
B1A_00933	28021	26696					OM	1.09288412873934	Opf09597		DUF4836	hypothetical protein	
B1A_00934	28492	31107					PP	0.0107157055728877	Opf02014		DUF5118:DUF5117:Astacin:DUF4453:DUF4953	hypothetical protein	
B1A_00935	31179	31045					CY	0.0051103127921029				hypothetical protein	
B1A_00936	31181	34255	1				PP	0.00499950047616535	Opf04182	K21573	CarbopepD_reg_2:Plug	TonB-dependent receptor P3	
B1A_00937	34348	34617		1			OM	0.00346307309333933	Opf04383	K21572		hypothetical protein	
B1A_00938	34660	36117		1			CY	0.010115094896928	Opf04383	K21572	SusD-like_3:SusD_RagB	hypothetical protein	
B1A_00939	36135	36998					PP	0.174587238727648	Opf06790			hypothetical protein	
B1A_00940	37215	37673					CY	0.984623540568815	Opf01616	K10947	PadR	hypothetical protein	
B1A_00941	37686	38738					CY	1.04079490102253	Opf02109	K03973	PspC:DUF3169:DUF3169	hypothetical protein	
B1A_00942	39022	41073					CY	1.06597143259045	Opf01160	K04041	FBPase_2	Fructose-1,6-bisphosphatase class 3	
B1A_00943	41102	44101					PP	1.11147517823145	Opf00374		TPR_14:TPR_6:SRP_TPR_like:TPR_8:TPR_16:YfiO:TPR_12:TPR_16:TPR_19:YfiO:TPR_1:YfiO:TPR_6:TPR_16:PknG_TPR:TPR_19:TPR_6	Cell division coordinator CpoB	GT41,GT41,GT41
B1A_00944	44101	45966					PP	1.03952396387754	Opf03440			hypothetical protein	
B1A_00945	46046	46564					CY	1.04629768089853	Opf03264			hypothetical protein	
B1A_00946	46567	46881					CY	0.975642391015718	Opf01042	K00800	MazG	putative protein YpjD	
B1A_00947	47083	47154					CY	1.07060692237402				tRNA-Gln(ttg)	
B1A_00948	48234	47359					CY	1.06919549580457	Opf01050	K08978	EamA:EamA	hypothetical protein	
B1A_00949	50088	48349					PP	1.01837331794699	Opf02912		MetallophosN:Metallophos:MetallophosC	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	
B1A_00950	50286	50888					CY	1.04750938345465	Opf00025	K03088	Sigma70_r2:Sigma70_r4_2	hypothetical protein	
B1A_00951	51002	51547					CY	1.02057502809003			DUF4386:MtrB	hypothetical protein	
B1A_00952	51773	52609					OM	0.994705636607831	Opf01171	K02557	Prominin:OmpA	Peptidoglycan-associated lipoprotein	
B1A_00953	52937	53539					CY	0.00746461587058589	Opf01144		23S_rRNA_IVP:23S_rRNA_IVP	hypothetical protein	
B1A_00954	279	379					CY	0.584039419139863				5S ribosomal RNA	
B1A_00955	1185	649					CY	0.965055024362835	Opf00682	K00177	POR	hypothetical protein	
B1A_00956	2026	1265					CY	1.17953604170548	Opf00818	K00175	TPP_enzyme_C	2-oxoglutarate oxidoreductase subunit KorB	
B1A_00957	3136	2048					CY	1.16864820691869	Opf00716	K00174	POR_N:PFOR_II	2-oxoglutarate oxidoreductase subunit KorA	
B1A_00958	3421	3191					CY	1.0568325144526	Opf00848	K00176	Fer4_7	Ion-translocating oxidoreductase complex subunit B	
B1A_00959	4394	3552					CY	1.07438874097801	Opf00116	K12410	SIR2	NAD-dependent protein deacylase sirtuin-5, mitochondrial	
B1A_00960	154	918					CY	1.58220783811352	Opf00034		DUF3945:DUF3945	hypothetical protein	CBM23,CBM23,CBM23
B1A_00961	1020	2099					CY	1.01920082927581	Opf02453	K03169	Topoisom_bac	hypothetical protein	
B1A_00962	2358	2777					CY	0.381767863210975	Opf01734		DUF1896	hypothetical protein	
B1A_00963	2791	8808					CY	0.609501497712592	Opf00026	K03555	MutS_I:NDUFB10:NDUFB10:SNF2_N:NDUFB10:Helicase_C:PCRF	DNA mismatch repair protein MutS	
B1A_00964	9027	10529					OM	0.654437949859932	Opf07579	K01224	Glyco_hydro_53	hypothetical protein	GH53,GH5
B1A_00965	10573	14628					CY	0.73140183627476	Opf04250	K20971	Reg_prop:Reg_prop:Reg_prop:Reg_prop:AvrE:Reg_prop:Reg_prop:Reg_prop:Reg_prop:Ntox33:Reg_prop:Reg_prop:Reg_prop:HATPase_c:DUF4381:HisKA:HATPase_c:Response_reg:HTH_18	Sensor histidine kinase RcsC	
B1A_00966	14849	17818	1				PP	0.739388768586448	Opf00431	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec:TonB_dep_Rec	TonB-dependent receptor SusC	
B1A_00967	17830	19443		1			OM	0.746441893531866	Opf03404	K21572	SusD-like_3:SusD_RagB:SusD_RagB	Starch-binding protein SusD	
B1A_00968	19486	21168			1		CY	0.74320606326438	Opf03474	K21571	SusE:DUF5111:DUF5114:DUF5111:DUF5114	hypothetical protein	
B1A_00969	21178	22239					PP	0.807888354601318	Opf01739	K01224	Glyco_hydro_53:Glyco_hydro_53	Arabinogalactan endo-beta-1,4-galactanase	GH53
B1A_00970	22272	24764					CY	0.750417480342019	Opf01137	K01190	Glyco_hydro_2_N:Glyco_hydro_2:Glyco_hydro_2_C:DUF4982:Big_1	Beta-galactosidase BoGH2A	GH2
B1A_00971	24871	26010					CY	0.723774544078779	Opf00986	K00849	GalKase_gal_bdg:GHMP_kinases_N:GHMP_kinases_C:GHMP_kinases_C:GalKase_gal_bdg	Galactokinase	
B1A_00972	25988	27043					CY	0.691524310623316	Opf00353	K01784	GDP_Man_Dehyd	UDP-glucose 4-epimerase	
B1A_00973	27013	27957					CY	0.778797946652502	Opf00210		NTP_transf_3:NTP_transferase	hypothetical protein	
B1A_00974	28062	28934					CY	0.663094968667431	Opf01269	K07713	Response_reg:Sigma54_activ_2	Regulatory protein AtoC	
B1A_00975	28931	29329					CY	0.647565346806013	Opf01269	K02481	RWP-RK:HTH_8:HTH_30:HTH_8	Regulatory protein AtoC	
B1A_00976	29813	30403					CY	0.579919433052488	Opf05230		DEK_C:DEK_C:RteC	hypothetical protein	
B1A_00977	31718	30546					CY	0.573564466111223	Opf00100		CagZ:TraG-D_C:CagZ	hypothetical protein	
B1A_00978	523	257					CY	1.09508564291426	Opf08102			hypothetical protein	
B1A_00979	113	403					CY	0.731795151767101	Opf02023		DUF2207	hypothetical protein	
B1A_00980	2892	463					PP	0.947089902381861	Opf01137	K01190	Glyco_hydro_2_N:Glyco_hydro_2:Glyco_hydro_2_C:DUF4982:Big_1	Beta-galactosidase BoGH2A	GH2
B1A_00981	3962	2901					PP	0.943172635866336	Opf01739	K01224	Glyco_hydro_53:Glyco_hydro_53	Arabinogalactan endo-beta-1,4-galactanase	GH53,GH53
B1A_00982	5694	3973			1		IM	1.01160732517926	Opf03474	K21571	SusE:DUF5111:DUF5114:DUF5114	hypothetical protein	
B1A_00983	7317	5704		1			OM	1.05886409754308	Opf03404	K21572	SusD-like_3:SusD_RagB	Starch-binding protein SusD	
B1A_00984	10297	7328	1				PP	0.998367045179361	Opf00431	K21573	CarbopepD_reg_2:Plug:TonB_dep_Rec	TonB-dependent receptor SusC	
B1A_00985	14459	10518					CY	0.962558416783002	Opf04250	K11356	Reg_prop:Reg_prop:Reg_prop:Reg_prop:AvrE:Reg_prop:Reg_prop:SGL:Reg_prop:DUF4381:HisKA:HATPase_c:Response_reg:HTH_18	Sensor histidine kinase RcsC	
B1A_00986	16125	14623				GH13_37	OM	0.0836403775055794	Opf07579	K01224	Glyco_hydro_53	hypothetical protein	GH53,GH13_37
B1A_00987	991	284					CY	0.90631125192359	Opf07092		DUF4240	hypothetical protein	
B1A_00988	1454	1029					CY	0.842798148345553	Opf06186		CHU_C	hypothetical protein	
B1A_00989	229	696					OM	0.940500087676845	Opf11324			hypothetical protein	
B1A_00990	891	1532					OM	0.744772301900169	Opf15610			hypothetical protein	
B1A_00991	1963	1652					CY	0.07282143999492	Opf01497	K07495	DDE_Tnp_1	hypothetical protein	
B1A_00992	10	306					CY	0.0258051914526463	Opf03698			hypothetical protein	
B1A_00993	476	622					CY	0.000346279006592927	Opf12215			hypothetical protein	
B1A_00994	786	1796					CY	0.00845239576736263	Opf03692	K00558	DNA_methylase	Modification methylase HaeIII	
B1A_00995	1768	3186					CY	0.00668410288492252	Opf13955	K00558	DNA_methylase	hypothetical protein	
B1A_00996	3340	4503					CY	0.527406483018381	Opf10351	K07493	Transposase_mut	IS256 family transposase ISEfa13	
B1A_00997	2357	1317					OM	0.956318128585942	Opf05557	K07004	DUF5017:DUF5017	hypothetical protein	
B1A_00998	3067	2423					CY	1.06822991191004	Opf01288		TonB_dep_Rec	hypothetical protein	
B1A_00999	79	1086					CY	1.05946927290485	Opf04727		Glyco_trans_1_2	hypothetical protein	
B1A_01000	1207	2403					CY	1.19144300723203	Opf05418		Y1_Tnp	hypothetical protein	
B1A_01001	2656	3459					CY	1.16592005246831	Opf02328		Glycos_transf_2	hypothetical protein	GT2
B1A_01002	3440	4987					CY	0.927254064018505	Opf14235		FUSC-like:FUSC-like	hypothetical protein	
B1A_01003	5001	6851					CY	0.934718316689452	Opf04278	K19005	Wzy_C:Sulfatase:ERCC4	Lipoteichoic acid synthase 2	
B1A_01004	6848	8335					CY	0.92440750443295	Opf07590		YfzA:MpPF26:MpPF26:RNA_pol_Rpb2_6:EF-hand_10	hypothetical protein	
B1A_01005	9677	8325					CY	0.962513978054793	Opf00963	K03328	Polysacc_synt_3:Polysacc_synt_C:Polysacc_synt_3:Polysacc_synt_C	hypothetical protein	
B1A_01006	10405	9674					CY	1.39840004832049	Opf00314	K13002	Glycos_transf_2:Glyco_tranf_2_4	PGL/p-HBAD biosynthesis glycosyltransferase	GT2
B1A_01007	10531	10737					CY	1.12309864746209	Opf01328		Fer4:Fer4	Ion-translocating oxidoreductase complex subunit B	
B1A_01008	10819	11265					CY	1.10475447511508	Opf00499	K01520	dUTPase	Deoxyuridine 5'-triphosphate nucleotidohydrolase	
B1A_01009	11269	13092					PP	1.08763909159497	Opf03772		TPR_4:TPR_20:TPR_14:TPR_20:TPR_16:TPR_19:TPR_16:TPR_19:TPR_15:TPR_1:TPR_17:TPR_8:TPR_8	Beta-barrel assembly-enhancing protease	GT41,GT41,GT41,GT41,GT41
B1A_01010	13079	13921					PP	1.04162781885234	Opf03633		SCP2:DUF4292	hypothetical protein	
B1A_01011	13927	15498					PP	1.19948133969411	Opf03671		ATG16:ATG16:ATG16:Peptidase_M23	hypothetical protein	
B1A_01012	15513	16502					CY	0.98298992513599	Opf01261		Acetyltransf_6:Acetyltransf_6	hypothetical protein	
B1A_01013	16986	19190					PP	0.386483143785647	Opf10459		F5_F8_type_C:Big_2:Big_2:F5_F8_type_C:Haemagg_act:F5_F8_type_C:Big_2	hypothetical protein	CBM32,CBM32,CBM32,CBM32
B1A_01014	19560	20066					CY	1.08393716284558	Opf00007	K03088	Sigma70_r2:Sigma70_r4_2	ECF RNA polymerase sigma factor SigR	
B1A_01015	21440	20160					CY	1.04040431765368	Opf00645	K03699	DUF21:CBS:CBS:CorC_HlyC	hypothetical protein	
B1A_01016	22033	21485					OM	1.00588999427585	Opf00313		LptC	hypothetical protein	
B1A_01017	23351	22065					PP	1.00103133099307	Opf00591		YkuD:YkuD	hypothetical protein	
B1A_01018	24157	23348					CY	1.03269021929532	Opf00504	K03525	Pan_kinase	Type III pantothenate kinase	
B1A_01019	24629	24174					CY	1.15714252808211	Opf03240		Ceramidase:Gram_pos_anchor	hypothetical protein	
B1A_01020	24934	24629					CY	1.03929549239109	Opf01346		DivIC	hypothetical protein	
B1A_01021	25166	25672					CY	0.968471978175593	Opf00007	K03088	Sigma70_r2:HTH_40:Sigma70_r4_2	ECF RNA polymerase sigma factor SigR	
B1A_01022	25838	26392					CY	0.982358016914851	Opf00201		DUF4924	hypothetical protein	
B1A_01023	26424	27269					CY	1.01869653948417	Opf00056	K00067	RmlD_sub_bind	dTDP-4-dehydrorhamnose reductase	
B1A_01024	27301	28884					CY	1.00970304776341	Opf00935	K02837	GTP_EFTU:GTP_EFTU_D2:RF3_C	Peptide chain release factor 3	
B1A_01025	29800	29048					CY	1.05107716854453	Opf01215	K19286	Nitroreductase	FMN reductase [NAD(P)H]	
